Code,DiaLi,GDCD,HoaHoc,KHTN,KHXH,LichSu,ListGroup,NgoaiNgu,NguVan,Result,SinhHoc,Toan,VatLi
01000362,6.50,8.25,,,6.33,4.25,[],8.00,8.00,,,8.00,
01000363,8.50,9.00,,,8.42,7.75,[],8.60,9.00,,,8.60,
01000364,7.50,8.00,,,7.50,7.00,[],6.20,6.50,,,7.40,
01000365,7.75,8.25,,,7.50,6.50,[],6.40,8.50,,,7.80,
01000366,7.25,8.25,,,7.75,7.75,[],5.40,7.50,,,7.20,
01000367,6.25,7.00,,,6.25,5.50,[],5.60,7.50,,,4.00,
01000368,8.75,7.75,,,8.58,9.25,[],6.40,8.00,,,5.60,
01000369,8.25,8.50,,,6.92,4.00,[],9.20,8.50,,,6.20,
01000370,8.00,9.00,,,8.25,7.75,[],8.00,8.25,,,8.20,
01000371,5.00,8.00,,,5.50,3.50,[],6.80,5.50,,,4.40,
01000372,,,,,,,[],9.20,8.50,,,7.80,
01000373,5.50,7.25,,,5.92,5.00,[],7.80,7.75,,,8.20,
01000374,4.25,7.25,,,5.83,6.00,[],3.80,7.50,,,3.20,
01000375,7.50,,,,,7.75,[],,6.00,,,,
01000376,5.75,,,,,5.25,[],,7.25,,,4.40,
01000377,8.25,,,,,8.50,[],,6.75,,,,
01000378,5.75,,,,,6.75,[],,6.25,,,6.80,
01000379,5.50,,,,,6.00,[],,5.25,,,2.20,
01000380,6.75,,,,,6.50,[],,4.00,,,,
01000381,7.00,,,,,7.50,[],,7.00,,,8.00,
01000382,,,,,,,[],8.20,6.00,,,5.60,
01000384,7.25,,,,,8.50,[],,6.75,,,,
01000385,5.25,,,,,4.50,[],,6.00,,,,
01000386,,,,,,,[],9.40,8.75,,,7.80,
01000387,7.00,9.00,,,7.00,5.00,[],8.80,8.25,,,7.60,
01000388,6.25,,,,,3.25,[],,6.00,,,3.80,
01000389,8.75,,,,,10.00,[],,7.25,,,,
01000391,5.50,,,,,4.50,[],,4.75,,,1.80,
01000392,8.50,,,,,8.25,[],,5.75,,,,
01000393,6.25,,,,,6.25,[],8.60,5.00,,,5.00,
01000394,8.75,,,,,9.50,[],,7.50,,,,
01000395,7.25,,,,,6.25,[],,5.50,,,,
01000396,6.00,,,,,6.00,[],,3.75,,,,
01000398,4.25,,,,,4.50,[],,4.00,,,2.60,
01000399,6.75,,,,,5.50,[],,4.25,,,,
01000400,7.50,,,,,7.50,[],,6.00,,,,
01000401,6.25,,,,,6.00,[],,4.00,,,,
01000402,,,,,,,[],5.00,6.25,,,5.00,
01000403,5.50,,,,,2.75,[],,3.75,,,,
01000404,7.25,8.25,,,8.25,9.25,[],8.60,6.00,,,8.20,
01000405,8.25,,,,,7.25,[],,6.00,,,,
01000406,8.75,8.50,,,8.58,8.50,[],7.60,8.25,,,,
01000407,6.00,,,,,5.00,[],,7.00,,,3.40,
01000408,5.75,,,,,7.25,[],,7.00,,,,
01000409,6.75,,,,,8.25,[],,6.50,,,,
01000410,6.25,,,,,7.75,[],,6.75,,,,
01000411,6.50,,,,,6.50,[],,5.75,,,6.00,
01000412,7.00,,,,,7.50,[],,4.00,,,,
01000413,8.25,,,,,8.50,[],,6.00,,,5.40,
01000414,8.75,,,,,8.75,[],,7.50,,,,
01000416,7.00,,,,,7.25,[],,6.25,,,6.20,
01000417,,,9.00,,,,[],8.20,,,7.00,6.80,
01000418,7.25,,,,,6.75,[],,3.50,,,,
01000419,7.25,,,,,4.00,[],,5.00,,,,
01000420,6.75,,,,,5.25,[],,5.50,,,,
01000421,7.25,,,,,3.25,[],,5.00,,,1.80,
01000422,,,,,,,[],8.00,7.75,,,8.20,
01000423,7.50,,,,,4.25,[],,4.25,,,4.20,
01000424,8.50,,,,,8.50,[],,6.50,,,5.20,
01000425,,,,,,,[],2.60,,,,2.40,5.75
01000426,4.75,,,,,5.75,[],,5.50,,,3.80,
01000427,8.75,7.75,,,8.42,8.75,[],8.20,6.75,,,6.60,
01000428,7.25,,,,,6.50,[],,5.75,,,,
01000429,3.50,,,,,4.75,[],,4.25,,,,
01000430,8.50,,,,,9.25,[],,7.75,,,,
01000431,7.75,,,,,9.00,[],,6.25,,,,
01000432,8.50,,,,,9.50,[],,7.75,,,,
01000433,8.00,,,,,8.00,[],,6.00,,,,
01000436,6.75,,,,,5.50,[],,1.50,,,,
01000437,8.25,,,,,7.00,[],,4.25,,,,
01000438,7.75,,,,,5.25,[],,5.50,,,,
01000439,6.00,,,,,6.50,[],,5.75,,,5.40,
01000440,6.50,,,,,5.00,[],,5.50,,,2.80,
01000441,5.00,,,,,1.75,[],,4.50,,,3.80,
01000442,6.50,,,,,5.25,[],,6.00,,,,
01000443,7.50,,,,,2.50,[],,3.75,,,,
01000444,7.50,,,,,6.00,[],,5.00,,,,
01000445,8.75,,,,,9.75,[],,7.75,,,,
01000446,7.75,,,,,9.25,[],,8.00,,,,
01000447,6.75,,,,,6.75,[],,5.50,,,,
01000448,7.75,,,,,7.00,[],,4.00,,,,
01000449,9.00,,,,,8.25,[],,5.00,,,,
01000450,7.00,,,,,6.25,[],,5.25,,,,
01000451,6.75,,,,,8.25,[],,3.75,,,,
01000452,6.25,,,,,5.75,[],,6.00,,,,
01000453,4.75,,,,,3.75,[],,4.00,,,3.00,
01000454,5.50,,,,,5.00,[],,4.75,,,3.20,
01000455,4.25,,,,,4.75,[],,2.75,,,3.00,
01000456,7.25,,,,,7.00,[],,7.25,,,,
01000457,5.25,,,,,4.50,[],,4.00,,,,
01000458,7.25,,,,,9.25,[],,6.25,,,,
01000459,,,,,,,[],9.20,7.25,,,8.40,
01000460,5.75,,,,,6.75,[],,5.00,,,,
01000461,6.50,,,,,5.75,[],,5.75,,,,
01000462,5.75,,,,,4.75,[],,4.25,,,,
01000463,4.50,,,,,5.00,[],,6.00,,,4.40,
01000464,5.50,,,,,5.50,[],3.60,5.75,,,6.40,
01000465,6.00,,,,,6.50,[],,5.75,,,6.00,
01000466,7.25,,,,,8.00,[],6.40,5.50,,,7.40,
01000467,6.00,,,,,6.50,[],,6.50,,,3.60,
01000468,5.75,,,,,3.75,[],,6.50,,,2.40,
01000469,,,5.00,,,,[],8.40,8.00,,5.00,7.60,
01000470,6.50,,,,,7.50,[],,4.50,,,,
01000471,,,,,,,[],6.80,6.75,,,6.80,
01000472,,,,,,,[],9.00,,,,8.00,8.00
01000473,5.75,,,,,5.75,[],,5.75,,,6.80,
01000474,5.25,,,,,4.50,[],,4.50,,,,
01000475,5.00,,,,,3.75,[],,5.25,,,,
01000476,,,,,,,[],9.60,8.00,,,8.20,
01000477,,,8.75,6.58,,,[],9.20,,,2.50,8.40,8.50
01000478,6.50,,,,,5.25,[],,6.75,,,,
01000479,9.25,,,,,10.00,[],,8.00,,,,
01000480,4.50,,,,,3.00,[],,3.25,,,3.60,
01000482,7.50,,,,,8.50,[],,6.00,,,,
01000483,6.75,,,,,7.00,[],,6.25,,,,
01000484,6.75,,,,,7.00,[],3.60,7.25,,,6.60,
01000485,9.25,,,,,9.75,[],,6.50,,,,
01000486,6.25,,,,,4.00,[],,3.75,,,,
01000487,,,,,,,[],9.20,8.00,,,7.60,
01000488,7.75,,,,,8.50,[],,6.50,,,,
01000489,7.75,,,,,6.75,[],,6.25,,,,
01000490,,,,,,,[],6.40,6.00,,,6.80,
01000491,8.75,,,,,8.75,[],,5.50,,,,
01000492,8.75,,,,,8.75,[],,6.50,,,,
01000493,5.75,7.75,,,7.08,7.75,[],4.80,5.25,,,3.40,
01000495,7.75,,,,,9.75,[],,6.75,,,,
01000496,7.75,,,,,7.75,[],,5.75,,,,
01000497,6.00,,,,,4.25,[],,4.50,,,,
01000498,6.75,,,,,5.75,[],,3.25,,,,
01000499,5.75,,,,,6.75,[],,4.75,,,,
01000500,5.25,,,,,6.50,[],,5.00,,,,
01000501,5.00,,,,,4.50,[],,2.50,,,,
01000502,6.75,,,,,5.50,[],,4.25,,,,
01000503,7.75,,,,,6.75,[],,5.75,,,,
01000504,4.50,,,,,5.25,[],,4.00,,,,
01000505,8.50,,,,,9.00,[],,5.75,,,,
01000506,5.25,,,,,4.50,[],,5.75,,,,
01000507,4.25,,,,,4.50,[],,5.00,,,,
01000508,9.00,,,,,9.50,[],,7.25,,,,
01000509,7.75,,,,,8.25,[],,7.25,,,,
01000510,6.25,,,,,6.25,[],,3.50,,,,
01000511,7.50,,,,,8.75,[],,5.50,,,,
01000512,6.25,,,,,6.25,[],,1.50,,,,
01000513,7.50,,,,,9.25,[],,6.00,,,,
01000514,9.00,,,,,9.25,[],,7.50,,,,
01000515,6.50,,,,,9.00,[],,4.67,,,,
01000516,4.75,,,,,5.00,[],,4.25,,,,
01000517,6.25,,,,,7.25,[],,4.75,,,,
01000518,5.25,,,,,8.25,[],,5.00,,,,
01000519,,,,,,,[],8.60,7.50,,,7.00,
01000520,6.50,,,,,7.00,[],,7.75,,,,
01000521,8.75,,,,,9.25,[],,7.75,,,,
01000522,,,,,,,[],8.20,4.25,,,2.40,
01000523,7.50,,,,,8.50,[],,5.50,,,,
01000524,5.75,,,,,6.25,[],,6.25,,,,
01000525,,,,,,,[],8.80,7.00,,,6.60,
01000526,7.00,,,,,6.25,[],,5.50,,,,
01000527,6.25,,,,,6.00,[],,6.00,,,,
01000528,4.75,,,,,2.75,[],,4.75,,,,
01000529,6.25,,,,,7.75,[],,5.50,,,,
01000530,7.25,,,,,7.25,[],,6.50,,,,
01000531,7.50,9.00,,,8.17,8.00,[],9.60,7.25,,,7.80,
01000532,7.00,,,,,8.50,[],,8.25,,,,
01000533,6.25,,,,,4.25,[],,5.00,,,,
01000534,6.25,,,,,7.50,[],,6.25,,,,
01000535,7.25,,,,,8.25,[],8.40,4.75,,,4.80,
01000536,8.00,,,,,7.00,[],,5.75,,,,
01000537,,,8.25,,,,[],9.00,,,7.50,8.40,
01000538,9.25,,,,,9.75,[],,8.00,,,,
01000539,7.75,,,,,7.00,[],,5.25,,,,
01000540,5.25,,,,,3.50,[],,4.50,,,,
01000541,7.00,,,,,6.25,[],,5.75,,,,
01000542,7.00,,,,,5.25,[],2.60,5.75,,,7.00,
01000544,7.25,,,,,7.50,[],,4.75,,,,
01000545,7.75,,,,,9.50,[],,6.00,,,,
01000546,6.25,,,,,5.00,[],,4.50,,,,
01000547,5.25,,,,,4.25,[],6.60,6.50,,,5.80,
01000548,,,,,,,[],9.00,8.00,,,8.40,
01000549,7.50,,,,,8.25,[],8.80,8.00,,,7.80,
01000550,,,,,,,[],9.00,8.25,,,9.20,
01000551,7.50,,,,,9.50,[],,7.75,,,,
01000552,6.25,,,,,,[],8.40,7.75,,,8.40,
01000554,,,,,,,[],5.80,4.75,,,7.60,
01000555,,,,,,,[],5.80,8.50,,,7.20,
01000556,8.25,,,,,8.50,[],,6.75,,,,
01000557,8.00,,,,,8.25,[],,4.50,,,,
01000558,6.75,,,,,7.75,[],,6.00,,,,
01000559,5.75,7.00,,,6.67,7.25,[],8.20,8.00,,,7.20,
01000560,6.50,8.50,,,7.50,7.50,[],7.40,8.25,,,8.00,
01000561,8.50,8.75,,,8.17,7.25,[],6.40,8.25,,,8.40,
01000562,6.50,8.75,,,7.33,6.75,[],7.40,7.25,,,7.60,
01000563,8.25,8.75,,,8.58,8.75,[],9.80,8.25,,,8.00,
01000564,7.25,7.75,,,7.75,8.25,[],9.20,8.25,,,8.00,
01000565,6.75,7.75,,,6.50,5.00,[],9.00,8.25,,,6.20,
01000566,5.75,8.00,,,7.00,7.25,[],8.60,7.50,,,7.60,
01000567,6.50,8.00,,,7.42,7.75,[],8.40,7.50,,,8.60,
01000568,6.50,9.00,,,7.33,6.50,[],8.40,8.25,,,8.60,
01000569,8.50,9.50,,,8.83,8.50,[],9.80,9.00,,,8.80,
01000570,7.50,8.50,,,7.75,7.25,[],4.60,8.50,,,7.40,
01000571,6.50,8.50,,,7.58,7.75,[],8.80,8.75,,,8.00,
01000572,7.00,8.50,,,7.25,6.25,[],8.60,8.75,,,8.20,
01000573,6.75,7.75,,,7.00,6.50,[],8.20,8.25,,,7.40,
01000574,7.00,7.75,,,7.08,6.50,[],8.80,6.50,,,7.60,
01000575,8.00,9.50,,,8.58,8.25,[],8.80,4.50,,,7.60,
01000576,6.50,8.00,,,7.50,8.00,[],3.80,6.25,,,3.80,
01000577,6.25,6.25,,,6.42,6.75,[],7.20,6.25,,,7.20,
01000578,7.50,8.50,,,7.50,6.50,[],4.40,6.75,,,4.60,
01000579,7.25,8.50,,,7.67,7.25,[],7.60,7.25,,,7.00,
01000580,5.50,7.25,,,6.58,7.00,[],6.20,7.00,,,6.60,
01000581,6.00,8.00,,,7.08,7.25,[],4.60,7.00,,,7.20,
01000582,6.25,7.00,,,6.67,6.75,[],4.60,7.50,,,4.40,
01000583,7.00,9.25,,,8.17,8.25,[],5.60,6.25,,,7.00,
01000584,5.00,7.50,,,6.58,7.25,[],6.60,9.25,,,7.80,
01000585,7.50,8.50,,,7.92,7.75,[],8.00,7.75,,,7.20,
01000586,,,7.75,,,,[],,,,,8.00,8.00
01000587,,,5.75,,,,[],,,,,7.40,6.25
01000588,,,,,,7.50,[],,3.25,,,2.40,
01000589,,,,,,10.00,[],,6.00,,,8.00,
01000590,,,5.25,,,,[],,,,,7.20,7.00
01000591,,,4.75,,,,[],,,,,7.40,5.00
01000593,,,,,,5.75,[],,3.75,,,1.80,
01000594,,,9.25,7.00,,,[],7.80,5.25,,3.25,8.40,8.50
01000595,8.00,8.75,,,8.08,7.50,[],7.20,5.50,,,5.80,
01000596,,,8.00,6.58,,,[],6.20,4.00,,3.75,8.60,8.00
01000597,,,9.00,7.58,,,[],8.40,5.50,,8.50,9.20,5.25
01000598,,,6.25,5.58,,,[],9.40,7.50,,5.25,8.40,5.25
01000599,,,7.00,6.33,,,[],3.20,6.00,,5.75,8.20,6.25
01000600,,,7.75,7.50,,,[],9.40,7.00,,6.00,8.20,8.75
01000601,,,9.00,7.33,,,[],8.80,5.75,,5.00,8.00,8.00
01000602,7.00,7.50,,,7.58,8.25,[],7.00,5.75,,,6.40,
01000603,,,5.50,6.08,,,[],6.80,7.25,,5.25,8.00,7.50
01000604,,,7.75,7.33,,,[],9.20,6.75,,6.25,9.20,8.00
01000605,,,5.25,5.33,,,[],7.60,6.50,,4.00,7.80,6.75
01000606,,,4.50,4.67,,,[],6.80,6.00,,4.75,7.60,4.75
01000607,,,6.00,6.58,,,[],,8.50,,5.25,8.40,8.50
01000608,8.50,9.25,,,8.67,8.25,[],8.80,7.50,,,8.60,
01000609,6.25,8.75,,,7.67,8.00,[],7.00,9.00,,,6.80,
01000610,7.50,8.25,,,7.50,6.75,[],9.00,8.00,,,8.60,
01000611,,,8.25,7.33,,,[],8.60,7.25,,8.50,8.80,5.25
01000612,,,9.25,8.00,,,[],8.40,6.25,,6.25,9.60,8.50
01000613,6.00,9.00,,,7.75,8.25,[],6.80,8.00,,,6.60,
01000614,7.00,7.75,,,7.67,8.25,[],8.20,8.25,,,8.60,
01000615,8.25,9.50,,,9.00,9.25,[],9.60,8.50,,,8.20,
01000616,,,4.75,4.75,,,[],5.20,6.50,,2.75,7.00,6.75
01000617,6.75,8.75,,,8.25,9.25,[],8.60,6.50,,,7.00,
01000618,6.50,8.25,,,6.50,4.75,[],8.20,6.25,,,4.00,
01000619,8.50,8.75,,,8.42,8.00,[],8.60,7.50,,,8.40,
01000620,8.75,6.75,,,8.25,9.25,[],7.20,8.75,,,4.60,
01000621,7.75,8.75,,,8.42,8.75,[],8.20,8.25,,,7.80,
01000622,7.00,7.75,,,7.25,7.00,[],6.40,7.00,,,8.00,
01000623,5.50,8.00,,,6.00,4.50,[],3.40,5.25,,,6.80,
01000624,5.50,8.25,,,6.75,6.50,[],3.20,6.50,,,5.40,
01000625,7.50,7.75,,,7.67,7.75,[],9.40,8.25,,,8.40,
01000626,,,7.50,6.58,,,[],7.40,7.00,,4.25,8.00,8.00
01000627,6.25,8.50,,,7.00,6.25,[],9.20,8.75,,,7.40,
01000628,,,8.50,7.58,,,[],8.80,8.75,,5.75,7.80,8.50
01000629,7.00,8.75,,,7.92,8.00,[],7.40,8.25,,,5.80,
01000630,8.00,8.25,,,8.33,8.75,[],5.60,7.50,,,4.80,
01000631,7.25,8.50,,,7.92,8.00,[],7.40,8.75,,,7.60,
01000632,5.25,8.00,,,5.92,4.50,[],5.00,6.00,,,6.40,
01000633,7.75,9.00,,,8.08,7.50,[],9.40,7.50,,,7.20,
01000634,5.75,7.50,,,6.83,7.25,[],8.00,8.00,,,8.20,
01000635,5.75,7.25,,,5.83,4.50,[],7.60,7.25,,,6.40,
01000636,,,7.25,6.58,,,[],8.60,7.75,,6.75,6.60,5.75
01000637,6.00,8.75,,,7.08,6.50,[],7.00,4.50,,,5.40,
01000638,6.75,7.50,,,6.67,5.75,[],8.40,6.75,,,7.80,
01000639,,,5.50,5.50,,,[],7.60,7.00,,4.00,7.00,7.00
01000640,7.50,8.50,,,7.42,6.25,[],9.20,8.25,,,7.60,
01000641,,,5.50,6.17,,,[],9.20,6.00,,5.50,7.80,7.50
01000642,7.50,7.75,,,7.75,8.00,[],6.00,8.00,,,6.00,
01000643,6.75,8.75,,,7.58,7.25,[],8.60,6.75,,,6.60,
01000644,6.75,8.00,,,6.92,6.00,[],8.00,6.50,,,8.20,
01000645,7.75,7.25,,,7.75,8.25,[],7.20,7.25,,,7.80,
01000646,7.25,9.00,,,8.17,8.25,[],9.20,8.25,,,8.60,
01000647,6.50,7.50,,,6.67,6.00,[],7.00,6.83,,,6.20,
01000648,7.25,7.75,,,7.17,6.50,[],3.40,7.75,,,4.00,
01000649,4.75,6.00,,,5.83,6.75,[],3.80,6.25,,,6.20,
01000650,6.75,8.00,,,7.08,6.50,[],6.60,6.25,,,5.60,
01000651,7.75,7.00,,,7.67,8.25,[],7.80,8.00,,,8.20,
01000652,,,8.75,8.25,,,[],9.00,4.00,,7.50,8.60,8.50
01000653,8.75,9.75,,,9.25,9.25,[],8.80,7.75,,,9.00,
01000654,,,8.75,7.58,,,[],6.40,5.50,,8.25,8.80,5.75
01000655,8.75,8.25,,,8.25,7.75,[],8.00,5.50,,,8.20,
01000656,6.25,5.25,,,5.50,5.00,[],5.40,4.50,,,3.40,
01000657,8.50,8.25,,,7.75,6.50,[],7.60,6.75,,,7.80,
01000658,7.75,8.00,,,8.25,9.00,[],9.20,9.00,,,8.80,
01000659,,,2.25,5.17,,,[],7.40,6.00,,4.75,8.60,8.50
01000660,,,8.50,6.75,,,[],,5.75,,3.75,8.40,8.00
01000661,,,5.50,6.00,,,[],8.60,7.75,,5.25,7.80,7.25
01000662,7.00,8.25,,,7.17,6.25,[],5.00,6.50,,,5.60,
01000663,7.75,8.50,,,7.92,7.50,[],8.20,6.75,,,6.40,
01000664,8.50,9.25,,,9.00,9.25,[],8.60,7.50,,,7.60,
01000665,,,4.50,4.67,,,[],8.80,6.50,,3.50,7.80,6.00
01000666,,,8.25,5.58,,,[],9.00,6.75,,3.75,8.00,4.75
01000667,8.25,8.50,,,8.33,8.25,[],8.00,6.50,,,9.00,
01000668,6.75,9.00,,,8.08,8.50,[],3.80,7.00,,,8.20,
01000669,8.00,8.75,,,8.33,8.25,[],9.20,8.00,,,8.00,
01000670,,,7.25,5.58,,,[],7.80,6.00,,3.25,8.60,6.25
01000671,7.50,9.00,,,8.17,8.00,[],,7.25,,,7.80,
01000672,6.25,8.25,,,7.17,7.00,[],8.20,6.25,,,7.80,
01000673,,,4.75,5.17,,,[],8.60,3.75,,3.50,7.00,7.25
01000674,,,4.00,4.75,,,[],7.80,6.25,,3.00,7.80,7.25
01000675,7.00,7.75,,,7.17,6.75,[],6.40,6.75,,,6.40,
01000676,8.75,8.50,,,8.67,8.75,[],4.20,7.75,,,4.20,
01000677,8.25,7.75,,,7.75,7.25,[],8.40,6.67,,,7.40,
01000678,7.50,9.00,,,8.42,8.75,[],9.40,8.00,,,8.60,
01000679,9.00,9.25,,,8.92,8.50,[],9.40,8.75,,,7.80,
01000680,8.00,8.25,,,7.83,7.25,[],9.80,8.50,,,8.20,
01000681,7.50,9.00,,,8.42,8.75,[],8.80,9.00,,,7.80,
01000682,5.25,7.25,,,5.58,4.25,[],7.40,7.50,,,7.00,
01000683,,,4.00,5.33,,,[],9.20,7.17,,5.50,7.80,6.50
01000684,7.75,9.25,,,8.42,8.25,[],,7.25,,,4.40,
01000685,7.25,9.50,,,8.25,8.00,[],8.40,8.00,,,7.80,
01000686,6.00,8.50,,,7.33,7.50,[],8.00,7.75,,,7.80,
01000687,7.25,8.25,,,7.42,6.75,[],,8.00,,,7.60,
01000688,,,3.00,5.50,,,[],8.60,6.50,,4.25,8.80,9.25
01000689,,,8.00,6.67,,,[],7.20,6.50,,7.00,8.80,5.00
01000690,7.50,7.75,,,7.58,7.50,[],7.00,7.75,,,8.60,
01000691,,,3.50,4.83,,,[],8.00,6.25,,3.50,8.40,7.50
01000692,8.50,7.75,,,8.25,8.50,[],4.60,8.50,,,5.20,
01000693,7.00,8.25,,,7.25,6.50,[],8.60,7.75,,,8.60,
01000694,,,5.25,5.75,,,[],9.20,6.75,,3.25,9.20,8.75
01000695,6.00,8.25,,,6.25,4.50,[],6.40,7.50,,,6.80,
01000696,6.50,9.75,,,7.33,5.75,[],4.80,8.00,,,6.80,
01000697,8.50,8.50,,,8.75,9.25,[],9.60,8.75,,,7.40,
01000698,8.00,8.25,,,7.92,7.50,[],8.20,8.25,,,7.80,
01000699,6.75,7.75,,,7.50,8.00,[],4.80,9.00,,,5.20,
01000700,7.25,8.00,,,7.42,7.00,[],8.60,8.75,,,7.80,
01000701,8.50,8.50,,,8.17,7.50,[],8.60,8.75,,,6.60,
01000702,7.75,8.25,,,8.17,8.50,[],7.80,8.00,,,7.80,
01000703,,,4.25,4.92,,,[],8.60,6.00,,2.25,7.00,8.25
01000704,6.75,7.75,,,7.25,7.25,[],8.80,8.00,,,7.60,
01000705,6.75,7.75,,,7.08,6.75,[],6.40,8.00,,,7.20,
01000706,6.50,7.25,,,6.58,6.00,[],6.20,6.25,,,7.20,
01000707,9.00,9.25,,,9.08,9.00,[],8.00,9.25,,,7.40,
01000708,4.75,7.00,,,5.67,5.25,[],8.00,8.75,,,8.40,
01000709,6.00,9.75,,,7.58,7.00,[],9.20,8.00,,,8.60,
01000710,6.75,8.50,,,7.42,7.00,[],8.00,7.50,,,7.60,
01000711,,,3.50,3.75,,,[],6.40,6.50,,3.00,7.40,4.75
01000712,8.75,8.50,,,8.33,7.75,[],9.40,7.50,,,7.60,
01000713,,,8.25,6.92,,,[],9.40,6.25,,5.50,8.40,7.00
01000714,8.50,8.50,,,8.42,8.25,[],8.20,9.00,,,8.00,
01000715,7.75,8.25,,,8.33,9.00,[],8.60,8.50,,,8.00,
01000716,6.25,8.00,,,7.50,8.25,[],8.40,8.50,,,8.80,
01000717,8.00,8.75,,,7.58,6.00,[],8.80,8.50,,,8.00,
01000718,,,5.25,6.50,,,[],9.00,8.75,,6.00,7.60,8.25
01000719,7.25,6.75,,,6.50,5.50,[],4.00,7.25,,,3.60,
01000720,6.25,8.00,,,6.92,6.50,[],8.40,7.25,,,7.00,
01000721,7.75,8.50,,,8.00,7.75,[],5.20,9.25,,,5.20,
01000722,,,4.75,3.92,,,[],6.60,5.67,,4.00,4.00,3.00
01000723,6.75,7.50,,,7.42,8.00,[],7.80,8.00,,,8.60,
01000724,7.50,7.75,,,7.42,7.00,[],6.80,7.00,,,8.20,
01000725,8.00,8.50,,,8.25,8.25,[],9.20,8.50,,,9.00,
01000726,5.75,7.75,,,6.83,7.00,[],3.60,7.25,,,5.60,
01000727,,,8.00,5.25,,,[],8.00,7.17,,3.75,8.80,4.00
01000728,5.00,7.75,,,6.25,6.00,[],8.00,8.00,,,7.00,
01000729,,,3.25,5.50,,,[],9.00,6.75,,3.50,8.40,9.75
01000730,7.50,8.00,,,7.92,8.25,[],,7.75,,,6.40,
01000731,,,,,,5.00,[],,5.75,,,3.00,
01000732,,,3.50,,,,[],,,,,2.40,3.50
01000733,,,8.50,5.50,,,[],7.40,5.50,,2.75,8.60,5.25
01000734,4.75,7.00,,,6.33,7.25,[],6.80,8.00,,,8.20,
01000735,,,7.50,,,,[],,,,,7.60,6.75
01000736,7.25,7.50,,,7.50,7.75,[],7.40,8.50,,,8.00,
01000737,,,,,,4.25,[],,5.75,,,4.20,
01000738,,,7.75,6.67,,,[],6.80,3.25,,4.50,8.00,7.75
01000739,,,7.50,6.92,,,[],,7.25,,7.50,7.40,5.75
01000740,,,8.75,7.75,,,[],7.40,6.75,,5.50,8.20,9.00
01000741,7.00,8.00,,,6.92,5.75,[],6.40,8.50,,,8.20,
01000742,,,9.00,7.25,,,[],,,,7.50,8.60,5.25
01000743,7.50,9.00,,,8.33,8.50,[],8.80,8.00,,,7.40,
01000744,,,6.50,4.83,,,[],3.40,5.00,,1.50,7.80,6.50
01000745,6.75,9.00,,,7.92,8.00,[],7.60,8.25,,,7.20,
01000746,,,3.00,4.50,,,[],5.00,5.25,,3.75,7.60,6.75
01000747,,,,,,9.50,[],,8.25,,,8.00,
01000748,6.25,8.00,,,6.58,5.50,[],4.20,7.75,,,5.60,
01000749,,,8.00,7.17,,,[],,4.25,,5.25,9.00,8.25
01000750,,,6.50,5.58,,,[],9.40,8.00,,3.50,8.00,6.75
01000751,,,,,,3.50,[],,6.00,,,2.60,
01000752,7.25,5.75,,,6.42,6.25,[],5.00,4.50,,,4.80,
01000753,6.00,6.75,,,6.50,6.75,[],2.00,6.25,,,5.80,
01000754,8.00,8.25,,,8.67,9.75,[],6.80,8.00,,,5.00,
01000755,5.75,7.50,,,6.75,7.00,[],4.00,6.50,,,4.80,
01000756,,,9.50,6.08,,,[],9.20,5.50,,3.75,8.20,5.00
01000757,9.50,8.50,,,9.00,9.00,[],9.40,8.25,,,7.40,
01000758,,,8.00,7.00,,,[],4.20,5.75,,7.75,7.60,5.25
01000759,,,6.75,6.58,,,[],8.20,6.50,,4.50,8.20,8.50
01000760,6.75,7.50,,,7.08,7.00,[],8.40,7.50,,,8.00,
01000761,,,6.00,6.42,,,[],9.20,6.50,,6.25,7.00,7.00
01000762,7.75,8.00,,,7.75,7.50,[],8.00,7.75,,,6.20,
01000763,7.25,8.75,,,7.50,6.50,[],8.20,8.00,,,5.80,
01000764,8.00,8.00,,,7.67,7.00,[],8.00,8.00,,,7.40,
01000765,7.25,8.25,,,7.83,8.00,[],7.00,8.25,,,8.20,
01000766,6.50,7.75,,,7.58,8.50,[],3.40,6.50,,,5.00,
01000767,6.50,8.75,,,7.08,6.00,[],6.40,8.50,,,7.80,
01000768,,,9.25,7.25,,,[],8.20,8.75,,7.75,8.40,4.75
01000769,9.00,8.25,,,8.25,7.50,[],8.60,7.00,,,8.60,
01000770,,,5.25,6.50,,,[],9.20,8.50,,5.25,8.40,9.00
01000771,6.00,7.75,,,6.83,6.75,[],,8.25,,,5.80,
01000772,,,,,,5.75,[],,4.25,,,3.00,
01000773,,,6.25,6.17,,,[],7.80,8.50,,6.25,7.60,6.00
01000774,6.50,8.50,,,8.00,9.00,[],6.20,8.00,,,7.80,
01000775,8.25,8.75,,,8.67,9.00,[],9.60,9.50,,,8.20,
01000776,7.75,7.50,,,7.50,7.25,[],7.80,8.75,,,9.00,
01000777,6.25,7.75,,,6.67,6.00,[],4.80,7.50,,,5.80,
01000778,,,6.00,6.50,,,[],8.80,7.00,,5.00,8.60,8.50
01000779,,,4.75,5.17,,,[],7.20,7.00,,4.00,8.20,6.75
01000780,8.00,7.50,,,8.17,9.00,[],8.40,8.25,,,8.40,
01000781,,,7.50,7.00,,,[],8.00,7.50,,6.00,8.00,7.50
01000782,8.75,8.00,,,7.92,7.00,[],9.00,7.75,,,8.20,
