Code,DiaLi,GDCD,HoaHoc,KHTN,KHXH,LichSu,ListGroup,NgoaiNgu,NguVan,Result,SinhHoc,Toan,VatLi
01011378,6.00,7.50,,,6.92,7.25,[],8.20,6.75,,,7.60,
01011379,6.25,7.75,,,7.25,7.75,[],8.60,7.25,,,6.00,
01011380,5.75,7.75,,,6.83,7.00,[],9.00,8.50,,,9.00,
01011381,7.25,7.25,,,6.75,5.75,[],3.00,7.25,,,7.40,
01011382,7.75,9.50,,,8.33,7.75,[],5.20,8.25,,,7.00,
01011383,6.25,8.00,,,6.67,5.75,[],5.20,7.25,,,5.60,
01011384,5.50,7.50,,,6.33,6.00,[],6.40,7.00,,,5.80,
01011385,6.25,7.75,,,6.67,6.00,[],8.60,8.00,,,7.80,
01011386,6.50,8.00,,,6.08,3.75,[],3.00,7.00,,,5.80,
01011387,7.75,8.50,,,8.00,7.75,[],8.20,8.75,,,8.40,
01011388,8.00,8.75,,,7.83,6.75,[],4.40,8.00,,,7.60,
01011389,6.75,8.50,,,7.42,7.00,[],4.80,6.75,,,3.00,
01011390,9.25,8.50,,,8.83,8.75,[],5.20,7.25,,,8.00,
01011391,8.75,8.00,,,8.58,9.00,[],8.40,8.75,,,9.00,
01011392,6.25,7.00,,,6.67,6.75,[],8.60,9.00,,,7.60,
01011393,5.75,8.50,,,6.92,6.50,[],9.00,7.00,,,7.60,
01011394,6.25,8.50,,,6.75,5.50,[],8.80,9.00,,,7.20,
01011395,7.25,9.25,,,8.08,7.75,[],8.60,8.75,,,8.20,
01011396,7.25,8.00,,,7.08,6.00,[],4.60,7.50,,,6.00,
01011397,7.00,6.75,,,7.00,7.25,[],7.20,8.00,,,7.80,
01011398,7.75,9.75,,,9.00,9.50,[],8.40,9.25,,,9.00,
01011399,5.25,7.25,,,5.42,3.75,[],3.20,8.00,,,5.60,
01011400,6.75,8.25,,,7.58,7.75,[],8.40,8.50,,,8.40,
01011401,7.00,9.50,,,8.00,7.50,[],5.60,8.25,,,7.20,
01011402,7.50,8.00,,,7.08,5.75,[],3.60,7.17,,,6.20,
01011403,5.75,7.75,,,6.42,5.75,[],6.60,8.50,,,6.40,
01011404,7.75,9.00,,,8.33,8.25,[],8.00,8.75,,,6.40,
01011405,8.00,9.00,,,8.67,9.00,[],9.20,8.25,,,7.80,
01011406,7.00,8.50,,,7.67,7.50,[],8.20,9.00,,,8.40,
01011407,5.50,8.00,,,6.75,6.75,[],7.60,8.25,,,7.80,
01011408,6.50,9.00,,,7.33,6.50,[],7.80,7.00,,,7.20,
01011409,7.00,8.75,,,7.83,7.75,[],7.40,8.50,,,7.80,
01011410,8.50,9.75,,,8.83,8.25,[],8.80,7.75,,,8.00,
01011411,6.50,8.50,,,7.08,6.25,[],4.20,7.00,,,5.60,
01011412,7.75,8.00,,,7.92,8.00,[],8.80,8.50,,,7.40,
01011413,6.75,8.50,,,7.33,6.75,[],5.80,8.50,,,6.80,
01011414,4.50,7.50,,,6.33,7.00,[],5.60,7.25,,,6.40,
01011415,8.00,8.75,,,8.17,7.75,[],8.40,8.00,,,6.60,
01011416,6.75,8.75,,,7.58,7.25,[],9.20,8.50,,,7.80,
01011417,5.25,6.25,,,5.42,4.75,[],2.20,5.25,,,4.60,
01011418,6.75,7.75,,,7.17,7.00,[],8.20,9.00,,,8.00,
01011419,6.50,7.75,,,6.75,6.00,[],6.20,5.50,,,5.40,
01011420,8.75,9.00,,,8.92,9.00,[],8.80,8.50,,,8.00,
01011421,7.25,7.25,,,7.08,6.75,[],6.00,6.50,,,7.40,
01011422,8.25,8.75,,,8.58,8.75,[],7.80,9.00,,,8.00,
01011423,7.75,9.50,,,8.75,9.00,[],8.00,9.00,,,9.60,
01011424,6.50,7.75,,,7.00,6.75,[],6.40,7.00,,,6.20,
01011425,7.00,7.25,,,6.92,6.50,[],9.20,5.00,,,8.00,
01011426,8.00,8.75,,,7.83,6.75,[],6.80,7.50,,,8.60,
01011427,7.50,8.25,,,7.42,6.50,[],8.20,6.00,,,6.80,
01011428,6.00,8.25,,,6.67,5.75,[],7.60,7.25,,,6.80,
01011429,6.50,7.75,,,7.42,8.00,[],3.60,6.25,,,7.60,
01011430,7.00,7.50,,,6.83,6.00,[],7.80,6.50,,,8.20,
01011431,6.75,8.75,,,8.08,8.75,[],7.80,7.25,,,8.20,
01011432,8.00,8.25,,,7.67,6.75,[],6.80,8.00,,,8.20,
01011433,9.25,8.00,,,8.33,7.75,[],9.00,8.00,,,8.80,
01011434,6.75,8.00,,,7.42,7.50,[],4.60,8.25,,,5.40,
01011435,6.75,8.00,,,7.08,6.50,[],4.20,6.75,,,5.60,
01011436,8.25,9.00,,,8.83,9.25,[],9.40,8.75,,,8.40,
01011437,9.25,9.00,,,8.83,8.25,[],7.00,8.75,,,7.40,
01011438,7.75,8.75,,,7.67,6.50,[],3.60,6.25,,,6.60,
01011439,7.00,8.25,,,7.33,6.75,[],2.00,6.50,,,7.00,
01011440,7.00,7.75,,,7.00,6.25,[],3.00,6.50,,,5.00,
01011441,5.50,7.75,,,6.75,7.00,[],5.60,6.75,,,4.60,
01011442,5.25,7.25,,,7.08,8.75,[],6.80,9.00,,,6.80,
01011443,6.50,7.00,,,5.83,4.00,[],6.60,7.50,,,6.60,
01011444,6.25,8.75,,,7.33,7.00,[],8.40,7.50,,,6.60,
01011445,5.00,7.00,,,6.08,6.25,[],7.00,7.00,,,6.20,
01011446,6.00,7.75,,,6.58,6.00,[],6.00,8.25,,,5.60,
01011447,6.50,8.75,,,7.42,7.00,[],8.00,9.00,,,9.00,
01011448,7.50,8.50,,,7.92,7.75,[],6.20,7.50,,,8.00,
01011449,6.75,8.50,,,7.25,6.50,[],7.60,8.00,,,4.20,
01011450,7.25,8.00,,,7.75,8.00,[],9.20,8.25,,,7.80,
01011451,8.50,6.25,,,7.92,9.00,[],5.40,8.50,,,5.40,
01011452,7.00,8.50,,,7.33,6.50,[],8.00,8.00,,,8.80,
01011453,6.50,7.00,,,6.58,6.25,[],9.40,6.75,,,7.00,
01011454,4.50,7.25,,,4.75,2.50,[],7.00,6.58,,,6.20,
01011455,5.00,6.75,,,5.33,4.25,[],3.80,7.50,,,5.00,
01011456,5.75,8.00,,,7.08,7.50,[],8.80,8.25,,,9.00,
01011457,8.00,9.25,,,8.58,8.50,[],6.80,6.00,,,7.80,
01011458,7.25,9.75,,,8.17,7.50,[],8.20,8.25,,,7.80,
01011459,5.75,7.75,,,7.00,7.50,[],,7.50,,,6.40,
01011460,,,3.75,5.42,,,[],,6.75,,4.75,8.40,7.75
01011461,7.50,8.25,,,8.00,8.25,[],,7.50,,,3.40,
01011462,5.75,8.00,,,7.25,8.00,[],,8.00,,,8.80,
01011463,6.00,8.00,,,6.42,5.25,[],,7.75,,,5.40,
01011465,,,5.25,5.50,,,[],,7.75,,5.25,6.80,6.00
01011466,,,5.75,6.25,,,[],8.80,8.00,,5.25,8.00,7.75
01011467,6.00,9.50,,,8.00,8.50,[],,8.25,,,7.60,
01011468,,,6.25,6.33,,,[],6.60,6.75,,6.50,7.40,6.25
01011469,,,8.50,5.92,,,[],6.40,8.25,,4.25,8.00,5.00
01011470,,,5.00,5.00,,,[],8.20,6.75,,3.50,7.00,6.50
01011471,,,8.50,7.42,,,[],7.00,7.50,,5.25,7.80,8.50
01011472,,,8.50,7.92,,,[],5.00,7.25,,8.25,8.80,7.00
01011473,,,5.75,5.17,,,[],8.40,7.75,,4.50,7.80,5.25
01011474,,,7.00,5.83,,,[],7.40,6.25,,4.00,8.40,6.50
01011475,,,4.75,5.25,,,[],9.40,7.00,,3.75,7.60,7.25
01011476,,,8.25,7.25,,,[],5.00,6.75,,5.25,8.40,8.25
01011477,,,7.25,6.50,,,[],8.80,6.25,,3.50,8.80,8.75
01011478,,,5.25,5.75,,,[],7.80,5.50,,5.00,8.80,7.00
01011479,,,4.50,5.42,,,[],8.80,7.50,,3.50,8.20,8.25
01011480,,,5.00,5.83,,,[],9.20,7.50,,5.25,8.40,7.25
01011481,,,7.00,6.33,,,[],8.20,7.50,,4.75,7.80,7.25
01011482,,,6.75,6.08,,,[],4.20,6.00,,6.00,8.40,5.50
01011483,,,8.75,7.00,,,[],7.00,4.00,,7.50,8.20,4.75
01011484,,,8.75,6.75,,,[],9.40,7.00,,4.50,9.20,7.00
01011485,,,9.00,7.75,,,[],8.80,7.25,,5.50,9.00,8.75
01011486,,,5.25,5.17,,,[],6.20,7.25,,4.00,7.00,6.25
01011487,,,7.75,6.75,,,[],6.40,6.75,,5.00,8.80,7.50
01011488,,,4.00,6.75,,,[],9.00,6.50,,7.00,8.40,9.25
01011489,7.75,8.25,,,8.00,8.00,[],,4.50,,,7.40,
01011490,,,4.50,6.00,,,[],9.20,5.50,,5.00,8.60,8.50
01011491,,,5.25,5.33,,,[],9.60,9.00,,3.50,8.40,7.25
01011492,,,4.50,4.33,,,[],8.00,7.50,,3.25,7.40,5.25
01011493,,,6.00,7.50,,,[],9.00,8.75,,7.50,8.40,9.00
01011494,,,8.00,7.00,,,[],6.60,8.25,,5.00,9.00,8.00
01011495,,,7.25,7.58,,,[],8.40,8.25,,8.25,8.00,7.25
01011496,,,3.00,4.50,,,[],8.40,7.50,,3.75,7.40,6.75
01011497,,,5.25,6.83,,,[],8.80,7.75,,7.00,9.20,8.25
01011498,,,6.25,4.83,,,[],5.00,6.25,,3.00,7.00,5.25
01011499,,,4.25,4.42,,,[],6.40,5.50,,2.75,6.60,6.25
01011500,,,5.50,5.08,,,[],6.60,7.25,,4.75,8.40,5.00
01011501,,,5.25,6.17,,,[],8.00,6.50,,6.00,7.20,7.25
01011502,,,5.00,5.67,,,[],7.20,6.50,,4.50,9.00,7.50
01011503,,,5.00,5.42,,,[],7.20,8.25,,4.50,8.20,6.75
01011504,,,5.00,5.58,,,[],9.00,6.00,,4.25,8.40,7.50
01011505,,,7.00,6.83,,,[],8.80,4.25,,4.75,8.40,8.75
01011506,,,8.00,7.25,,,[],8.40,6.00,,4.25,9.20,9.50
01011507,,,7.25,7.17,,,[],,8.00,,6.50,8.00,7.75
01011508,8.75,7.50,,,8.00,7.75,[],,8.25,,,7.60,
01011509,,,4.00,4.83,,,[],8.60,8.50,,4.75,9.20,5.75
01011510,7.50,7.50,,,7.67,8.00,[],,7.50,,,7.00,
01011511,,,8.50,7.17,,,[],8.80,6.75,,7.75,8.80,5.25
01011512,,,4.25,5.42,,,[],8.20,6.75,,5.75,7.40,6.25
01011513,,,7.25,7.17,,,[],8.40,7.25,,5.50,8.80,8.75
01011514,,,5.50,6.08,,,[],8.80,8.75,,5.00,9.40,7.75
01011516,,,8.75,7.08,,,[],7.00,6.00,,4.00,8.20,8.50
01011517,,,7.25,7.25,,,[],9.00,8.00,,6.75,8.60,7.75
01011518,,,8.25,7.08,,,[],6.20,6.25,,6.25,7.20,6.75
01011519,,,4.25,4.92,,,[],6.00,6.00,,2.75,8.20,7.75
01011520,,,4.75,4.58,,,[],7.80,5.50,,4.00,8.40,5.00
01011521,,,5.25,5.17,,,[],3.40,5.75,,4.25,7.60,6.00
01011522,,,7.75,6.17,,,[],5.60,7.50,,3.75,8.60,7.00
01011523,,,5.00,5.25,,,[],,6.50,,3.00,7.80,7.75
01011524,,,8.00,6.58,,,[],8.80,7.75,,4.00,8.60,7.75
01011525,,,4.00,5.50,,,[],9.00,8.75,,5.25,8.60,7.25
01011526,,,8.25,6.42,,,[],7.60,6.25,,3.50,8.80,7.50
01011527,,,4.50,5.08,,,[],5.20,7.00,,4.50,6.40,6.25
01011528,,,7.00,5.92,,,[],9.20,8.25,,4.75,7.20,6.00
01011529,,,4.25,4.42,,,[],8.00,6.00,,3.75,7.80,5.25
01011530,4.75,7.25,,,5.58,4.75,[],,7.50,,,8.00,
01011531,,,7.50,5.92,,,[],5.80,7.50,,3.75,8.40,6.50
01011532,,,7.00,6.92,,,[],8.60,6.00,,6.50,8.40,7.25
01011533,,,5.00,4.33,,,[],6.00,6.00,,3.25,8.60,4.75
01011534,,,6.00,6.17,,,[],8.20,7.00,,4.75,8.40,7.75
01011535,,,7.00,6.17,,,[],7.40,6.50,,2.75,8.60,8.75
01011536,,,7.00,6.25,,,[],4.60,5.00,,5.25,8.20,6.50
01011537,,,8.25,7.50,,,[],8.40,8.00,,8.25,8.60,6.00
01011538,,,6.25,6.08,,,[],8.00,6.50,,6.25,8.60,5.75
01011539,,,7.50,7.75,,,[],8.60,6.75,,6.75,9.20,9.00
01011540,,,7.50,6.42,,,[],5.00,5.00,,3.25,8.20,8.50
01011541,,,6.25,5.67,,,[],3.40,5.75,,5.75,7.60,5.00
01011542,,,8.00,6.92,,,[],9.00,6.75,,6.50,8.60,6.25
01011543,,,6.25,6.00,,,[],8.80,8.25,,4.00,8.00,7.75
01011544,,,8.00,6.67,,,[],8.40,8.00,,4.00,8.40,8.00
01011545,,,3.75,4.75,,,[],8.40,6.00,,3.75,7.80,6.75
01011546,,,5.25,4.58,,,[],6.60,5.58,,3.00,8.20,5.50
01011547,,,8.75,5.83,,,[],6.40,6.00,,3.25,8.20,5.50
01011548,,,6.50,6.17,,,[],9.20,7.67,,4.50,8.20,7.50
01011549,,,6.50,5.75,,,[],8.80,7.92,,4.00,8.60,6.75
01011550,,,7.75,7.17,,,[],9.40,8.25,,4.25,9.00,9.50
01011551,,,3.00,4.00,,,[],6.00,6.50,,4.00,7.00,5.00
01011552,,,3.25,4.67,,,[],8.40,7.25,,3.50,8.40,7.25
01011553,,,9.00,7.83,,,[],5.40,7.75,,8.50,8.80,6.00
01011554,,,5.50,5.58,,,[],8.40,6.75,,4.50,7.60,6.75
01011555,,,3.25,5.00,,,[],8.20,7.75,,5.25,7.00,6.50
01011556,,,2.50,4.83,,,[],8.60,4.83,,3.75,8.40,8.25
01011557,,,6.25,6.50,,,[],9.00,7.25,,5.00,8.60,8.25
01011558,,,8.25,6.83,,,[],5.00,6.00,,4.75,7.80,7.50
01011559,,,5.50,4.83,,,[],9.80,5.75,,3.00,7.80,6.00
01011560,,,8.25,7.67,,,[],7.40,5.75,,7.00,7.40,7.75
01011561,,,7.00,6.25,,,[],5.80,7.50,,5.25,8.40,6.50
01011562,,,4.50,4.58,,,[],7.00,6.50,,3.75,7.20,5.50
01011563,,,3.75,5.67,,,[],9.20,5.83,,4.75,8.20,8.50
01011564,,,7.25,5.42,,,[],7.20,7.75,,3.75,7.60,5.25
01011565,,,5.50,6.50,,,[],9.40,6.50,,5.50,9.00,8.50
01011566,,,7.75,5.92,,,[],5.40,6.83,,6.50,7.60,3.50
01011567,,,4.50,5.25,,,[],8.40,7.00,,4.00,7.60,7.25
01011568,,,2.75,3.42,,,[],5.20,4.00,,2.75,6.60,4.75
01011569,,,8.25,7.25,,,[],5.80,5.75,,5.75,7.40,7.75
01011570,,,4.00,4.67,,,[],8.00,6.75,,2.75,8.00,7.25
01011571,,,3.50,4.67,,,[],9.20,7.00,,3.50,8.40,7.00
01011572,,,2.50,5.17,,,[],8.60,5.75,,4.25,8.00,8.75
01011573,7.75,9.75,,,8.83,9.00,[],,8.50,,,8.60,
01011574,,,8.25,6.75,,,[],4.60,8.75,,6.75,8.20,5.25
01011575,,,6.50,7.00,,,[],9.00,5.50,,5.25,8.80,9.25
01011576,,,6.00,6.67,,,[],9.40,8.00,,5.25,8.40,8.75
01011577,,,5.25,5.00,,,[],5.40,6.75,,4.25,7.60,5.50
01011578,,,8.50,6.67,,,[],7.80,5.75,,4.50,7.60,7.00
01011579,7.75,8.00,,,8.08,8.50,[],9.00,8.25,,,8.20,
01011580,,,4.00,5.50,,,[],7.20,6.75,,5.50,7.40,7.00
01011581,5.75,6.50,,,6.25,6.50,[],7.00,8.50,,,8.00,
01011582,7.00,8.50,,,8.08,8.75,[],5.60,7.00,,,8.00,
01011583,,,5.00,5.33,,,[],4.80,6.58,,6.25,6.60,4.75
01011584,,,4.75,5.92,,,[],8.60,7.25,,5.00,8.00,8.00
01011585,6.25,8.75,,,6.83,5.50,[],5.80,7.00,,,5.40,
01011586,,,3.50,3.58,,,[],7.40,7.25,,4.00,5.60,3.25
01011587,,,6.50,6.83,,,[],7.40,6.75,,6.00,7.40,8.00
01011588,5.75,6.25,,,5.67,5.00,[],7.60,6.25,,,8.00,
01011589,6.50,7.50,,,7.33,8.00,[],8.60,7.00,,,7.40,
01011590,5.25,7.75,,,6.17,5.50,[],8.40,7.83,,,7.80,
01011591,6.00,7.25,,,6.25,5.50,[],5.00,4.50,,,5.20,
01011592,,,8.25,7.08,,,[],5.80,6.42,,4.75,9.40,8.25
01011593,7.00,7.50,,,7.42,7.75,[],7.20,5.67,,,4.60,
01011594,,,5.25,5.58,,,[],7.60,6.50,,4.00,8.20,7.50
01011595,8.75,9.00,,,8.83,8.75,[],7.20,7.00,,,6.40,
01011596,8.75,7.50,,,7.92,7.50,[],6.80,7.50,,,7.80,
01011597,7.00,7.00,,,7.42,8.25,[],8.80,9.00,,,7.80,
01011598,7.00,7.00,,,7.67,9.00,[],3.80,4.75,,,5.40,
01011599,8.00,8.00,,,8.00,8.00,[],7.40,7.00,,,7.80,
01011601,6.50,8.25,,,6.75,5.50,[],7.40,8.25,,,7.80,
01011602,6.25,7.75,,,6.58,5.75,[],3.60,8.00,,,7.00,
01011603,4.50,8.75,,,7.50,9.25,[],4.40,6.00,,,6.60,
01011604,7.25,8.25,,,7.58,7.25,[],6.20,7.50,,,5.60,
01011605,7.25,8.25,,,7.92,8.25,[],8.80,7.50,,,8.20,
01011606,7.50,8.25,,,7.58,7.00,[],7.00,5.75,,,5.60,
01011607,7.00,8.50,,,7.25,6.25,[],7.40,8.75,,,7.00,
01011608,5.50,8.00,,,6.17,5.00,[],2.40,7.00,,,3.40,
01011609,7.25,8.25,,,7.75,7.75,[],9.40,8.50,,,7.60,
01011610,8.75,8.75,,,8.58,8.25,[],7.80,8.75,,,8.20,
01011611,5.75,8.00,,,6.58,6.00,[],7.40,5.25,,,7.80,
01011612,8.00,9.00,,,8.33,8.00,[],8.00,9.00,,,7.20,
01011613,9.00,8.75,,,9.25,10.00,[],8.20,9.00,,,7.40,
01011614,7.00,9.25,,,7.67,6.75,[],6.20,8.75,,,8.00,
01011615,6.00,8.75,,,7.33,7.25,[],4.80,8.50,,,7.20,
01011616,5.75,8.75,,,7.17,7.00,[],8.80,8.25,,,8.60,
01011617,8.25,9.25,,,8.83,9.00,[],7.80,8.00,,,7.60,
01011618,8.50,7.25,,,7.17,5.75,[],8.20,5.33,,,6.60,
01011619,7.00,8.50,,,7.58,7.25,[],9.20,8.75,,,8.40,
01011620,9.50,8.75,,,9.00,8.75,[],8.60,8.50,,,8.80,
01011621,6.75,8.25,,,7.58,7.75,[],9.40,8.00,,,6.40,
01011622,10.00,8.75,,,9.33,9.25,[],9.00,8.00,,,8.60,
01011623,8.75,8.00,,,8.17,7.75,[],8.80,6.25,,,9.20,
01011624,6.50,8.25,,,7.42,7.50,[],7.40,8.50,,,8.40,
01011625,7.50,7.75,,,7.42,7.00,[],9.40,8.00,,,8.80,
01011626,7.00,8.75,,,7.42,6.50,[],6.40,7.00,,,5.60,
01011627,7.25,9.25,,,8.25,8.25,[],9.40,9.25,,,9.00,
01011628,6.25,7.50,,,6.92,7.00,[],8.80,8.75,,,8.20,
01011629,7.75,8.25,,,7.75,7.25,[],7.20,8.00,,,7.20,
01011630,7.25,9.25,,,8.33,8.50,[],8.20,8.75,,,8.00,
01011631,7.50,8.00,,,7.50,7.00,[],8.00,8.00,,,7.00,
01011632,7.25,8.50,,,7.33,6.25,[],8.60,8.75,,,8.00,
01011633,7.25,8.75,,,7.92,7.75,[],8.20,8.50,,,8.20,
01011634,7.25,8.25,,,7.50,7.00,[],7.00,7.25,,,6.00,
01011635,8.25,8.25,,,8.33,8.50,[],7.40,6.75,,,7.40,
01011636,6.25,8.00,,,7.17,7.25,[],5.20,7.00,,,7.00,
01011637,8.00,9.25,,,8.75,9.00,[],7.40,9.00,,,8.60,
01011638,6.50,8.75,,,7.33,6.75,[],7.20,6.50,,,7.40,
01011639,6.25,7.00,,,6.33,5.75,[],4.40,6.00,,,7.60,
01011640,9.00,8.75,,,8.92,9.00,[],9.80,7.50,,,9.00,
01011641,8.25,8.50,,,8.42,8.50,[],7.00,8.50,,,8.20,
01011642,6.00,7.50,,,6.58,6.25,[],7.40,7.25,,,8.00,
01011643,8.25,9.00,,,8.58,8.50,[],9.40,8.25,,,8.40,
01011644,7.25,8.75,,,7.00,5.00,[],1.60,7.75,,,6.60,
01011645,6.75,8.25,,,7.58,7.75,[],8.60,9.25,,,9.20,
01011646,5.50,7.75,,,5.92,4.50,[],6.00,8.50,,,6.00,
01011647,5.75,7.50,,,6.00,4.75,[],4.40,6.75,,,6.40,
01011648,6.75,8.50,,,7.92,8.50,[],9.60,8.75,,,7.60,
01011649,5.75,7.50,,,5.92,4.50,[],5.00,9.00,,,5.20,
01011650,6.75,8.25,,,6.75,5.25,[],7.60,8.75,,,7.60,
01011651,5.50,7.25,,,6.17,5.75,[],7.00,7.25,,,6.80,
01011652,6.75,9.25,,,8.33,9.00,[],9.00,8.00,,,8.40,
01011653,6.25,7.50,,,7.17,7.75,[],9.00,8.00,,,8.60,
01011654,4.75,6.75,,,5.17,4.00,[],2.40,6.00,,,4.20,
01011655,5.75,7.50,,,6.42,6.00,[],3.00,6.00,,,5.00,
01011656,6.75,8.75,,,7.50,7.00,[],7.40,8.00,,,7.20,
01011657,8.00,9.75,,,9.00,9.25,[],9.00,9.00,,,8.40,
01011658,9.50,9.00,,,8.83,8.00,[],9.60,8.75,,,8.60,
01011659,6.00,8.75,,,7.17,6.75,[],5.60,8.50,,,7.80,
01011660,5.75,8.00,,,7.50,8.75,[],9.60,9.25,,,8.80,
01011661,7.75,8.75,,,8.25,8.25,[],8.60,9.25,,,9.20,
01011662,5.50,6.50,,,6.17,6.50,[],7.60,9.00,,,6.80,
01011663,7.75,7.25,,,7.83,8.50,[],6.20,8.25,,,7.80,
01011664,6.50,8.00,,,7.33,7.50,[],9.20,8.50,,,8.20,
01011665,6.75,6.75,,,6.58,6.25,[],7.60,8.00,,,8.40,
01011666,6.75,8.00,,,7.33,7.25,[],9.80,7.75,,,8.20,
01011667,6.00,8.00,,,7.00,7.00,[],7.80,7.00,,,6.80,
01011668,6.00,7.75,,,5.92,4.00,[],4.80,6.25,,,7.80,
01011669,7.75,8.25,,,8.08,8.25,[],8.00,8.50,,,7.20,
01011670,7.25,8.50,,,7.75,7.50,[],8.80,7.25,,,9.00,
01011671,7.50,8.75,,,8.17,8.25,[],8.00,8.00,,,8.00,
01011672,7.25,8.50,,,7.92,8.00,[],7.60,8.25,,,8.40,
01011673,6.25,8.75,,,7.42,7.25,[],8.80,6.75,,,8.20,
01011674,6.50,8.50,,,7.92,8.75,[],6.00,7.25,,,6.40,
01011675,8.50,9.00,,,8.67,8.50,[],9.40,8.25,,,8.00,
01011676,9.25,9.00,,,9.25,9.50,[],9.00,8.00,,,8.20,
01011677,4.75,6.25,,,4.83,3.50,[],3.00,5.08,,,5.00,
01011678,7.75,8.75,,,8.08,7.75,[],8.40,7.25,,,8.00,
01011679,6.75,8.50,,,6.75,5.00,[],6.00,7.00,,,6.80,
01011680,7.00,9.50,,,8.33,8.50,[],9.40,8.00,,,7.80,
01011681,7.50,9.00,,,8.42,8.75,[],7.80,8.00,,,7.40,
01011682,7.25,8.75,,,7.58,6.75,[],4.80,7.75,,,5.40,
01011683,7.25,8.25,,,8.00,8.50,[],7.20,8.00,,,7.60,
01011684,6.25,7.50,,,6.92,7.00,[],5.80,7.75,,,8.40,
01011685,6.75,8.75,,,7.83,8.00,[],7.00,7.75,,,8.40,
01011686,8.25,9.00,,,8.50,8.25,[],9.20,9.50,,,8.40,
01011687,5.25,8.50,,,6.83,6.75,[],7.80,9.00,,,7.80,
01011688,6.00,9.00,,,7.50,7.50,[],6.20,7.75,,,7.80,
01011689,7.25,8.00,,,7.25,6.50,[],7.20,9.00,,,8.00,
01011690,8.00,7.75,,,7.83,7.75,[],8.60,8.75,,,9.40,
01011691,7.75,8.50,,,7.92,7.50,[],8.20,8.25,,,7.60,
01011692,6.75,7.50,,,6.33,4.75,[],4.60,7.25,,,7.60,
01011693,6.75,9.25,,,7.17,5.50,[],5.20,8.25,,,7.40,
01011694,7.25,8.50,,,7.67,7.25,[],9.20,9.00,,,8.40,
01011695,7.00,8.50,,,7.75,7.75,[],8.60,8.25,,,7.00,
01011696,7.25,7.25,,,7.00,6.50,[],7.20,7.25,,,7.80,
01011697,7.50,6.75,,,6.67,5.75,[],9.00,8.75,,,8.20,
01011698,6.50,8.25,,,6.92,6.00,[],8.00,8.50,,,7.40,
01011699,6.25,8.00,,,6.92,6.50,[],6.20,8.25,,,7.40,
01011700,7.25,9.00,,,7.33,5.75,[],7.80,6.75,,,6.20,
01011701,6.75,7.50,,,7.17,7.25,[],8.00,5.00,,,6.00,
01011702,7.50,8.75,,,8.33,8.75,[],7.80,8.75,,,8.20,
01011703,6.00,9.25,,,7.75,8.00,[],7.60,7.25,,,7.20,
01011704,8.25,9.25,,,8.75,8.75,[],9.40,8.00,,,7.80,
01011705,7.50,9.00,,,8.25,8.25,[],8.60,8.00,,,7.20,
01011706,8.50,8.25,,,8.33,8.25,[],9.20,8.25,,,7.20,
01011707,6.75,8.25,,,7.58,7.75,[],8.00,8.75,,,7.00,
01011708,9.75,8.50,,,8.92,8.50,[],9.20,9.25,,,8.00,
01011709,6.75,8.25,,,7.58,7.75,[],6.40,8.00,,,8.00,
01011710,7.50,9.00,,,8.58,9.25,[],8.60,8.00,,,8.40,
01011711,7.00,7.25,,,7.08,7.00,[],8.60,8.00,,,8.20,
01011712,5.75,8.50,,,6.92,6.50,[],7.20,7.75,,,7.20,
01011713,7.50,8.50,,,7.75,7.25,[],8.20,8.00,,,8.00,
01011714,6.00,8.50,,,7.25,7.25,[],5.80,7.75,,,7.60,
01011715,7.50,8.75,,,8.33,8.75,[],8.40,8.00,,,8.20,
01011716,5.50,7.00,,,6.50,7.00,[],9.00,8.50,,,8.40,
01011717,7.50,9.50,,,8.33,8.00,[],6.40,6.75,,,7.40,
01011718,5.75,7.50,,,5.75,4.00,[],5.20,7.50,,,6.80,
01011719,4.75,7.50,,,5.08,3.00,[],6.60,7.75,,,5.20,
01011720,5.50,8.00,,,5.92,4.25,[],6.20,8.00,,,6.80,
01011721,7.00,8.00,,,7.42,7.25,[],9.60,8.50,,,9.00,
01011722,6.00,6.50,,,5.50,4.00,[],3.60,6.75,,,7.20,
01011723,5.75,7.00,,,5.92,5.00,[],4.40,7.50,,,7.00,
01011724,7.25,8.75,,,7.75,7.25,[],7.40,8.25,,,8.40,
01011725,7.75,7.25,,,7.08,6.25,[],5.60,8.50,,,5.60,
01011726,7.25,8.00,,,7.00,5.75,[],8.00,9.00,,,7.60,
01011727,8.50,8.75,,,8.67,8.75,[],9.00,8.50,,,8.40,
01011728,7.50,8.25,,,8.42,9.50,[],6.20,8.25,,,6.40,
01011729,7.25,7.75,,,7.33,7.00,[],7.60,8.25,,,7.80,
01011730,8.00,9.75,,,8.75,8.50,[],9.20,9.25,,,8.40,
01011731,5.50,8.25,,,7.17,7.75,[],5.80,7.75,,,7.60,
01011732,7.75,9.00,,,8.25,8.00,[],9.20,9.00,,,7.60,
01011733,4.00,5.25,,,4.58,4.50,[],2.20,6.50,,,4.80,
01011734,7.75,8.75,,,8.00,7.50,[],9.00,8.75,,,8.60,
01011735,7.00,7.50,,,7.08,6.75,[],6.00,7.75,,,6.80,
01011736,7.00,8.75,,,7.17,5.75,[],5.20,7.00,,,7.80,
01011737,7.75,9.00,,,8.42,8.50,[],9.20,9.25,,,9.20,
01011738,6.00,8.25,,,6.58,5.50,[],4.40,7.25,,,6.20,
